SrNo,Health Facility Name,Address,street,landmark,locality,pincode,landline_number,latitude,longitude,altitude,Facility Type,State_Name,District_Name,Taluka_Name,Block_Name
166756,DGD Sec 2 Dwarka,Delhi Govt. Dispensary,Sec 2,,Dwarka,110075,25082913,28.599364,77.067921,0,Dispensaries,Delhi,South-West,Dwarka,\N
166790,Area-4,,,,,,,0,0,0,SubCentre,Delhi,West,Patel Nagar,\N
166810,DH SDN HOSPITAL,GTB Enclave,Near Telephone Exchange,,Dilshad Garden,110095,2258 1031,28.40424,77.18112,0,100-500 Bedded Hospital,Delhi,Shahdara,Seema Puri,\N
166877,Area-11,,,,,,,0,0,0,SubCentre,Delhi,West,Patel Nagar,\N
166965,Area-2,,,,,,,0,0,0,SubCentre,Delhi,East,Gandhi Nagar,\N
167005,Area-4,,,,,,,0,0,0,SubCentre,Delhi,North West,Kanjhawla,\N
167062,Area-c,,,,,,,0,0,0,SubCentre,Delhi,North-East,Seelam Pur,\N
167093,Area-C,,,,,,,0,0,0,SubCentre,Delhi,New Delhi,Vasant Vihar,\N
167127,Area-5,,,,,,,0,0,0,SubCentre,Delhi,North-East,Seelam Pur,\N
167175,Area-4,,,,,,,0,0,0,SubCentre,Delhi,Shahdara,Seema Puri,\N
167199,Area-1,,,,,,,0,0,0,SubCentre,Delhi,North-East,Yamuna Vihar,\N
167346,SPUHC Aya Nagar,"H.No. 32,","Ghoda Mohalla ,",Bihind High Secondary School Aya Nagar,83,110047,011-26501042,28.476382,77.129023,0,Dispensaries,Delhi,South,Mehrauli,\N
167386,Shri Dada Dev Matri Avum Shishu Chikitsalya Hospital,Dabri Mode,Opposite Bank Of India New Delhi,Opposite Bank Of India,,110045,25399091,28.609671,77.082153,0,<100 Bedded Hospital,Delhi,South-West,Dwarka,\N
167433,Area-4,,,,,,,0,0,0,SubCentre,Delhi,South East,Kalkaji,\N
167509,Area-6,,,,,,,0,0,0,SubCentre,Delhi,South,Saket,\N
167547,Area-10,,,,,,,0,0,0,SubCentre,Delhi,West,Patel Nagar,\N
167654,DGD Kalkaji,"Q-577-580,","Near IV Story DDA Flat Kalkaji,",,KALKAJI,,011-26281884,28.53994735,77.26329908,0,Dispensaries,Delhi,South East,Kalkaji,\N
167683,Area-1,,,,,,,0,0,0,SubCentre,Delhi,South-West,Kapashera,\N
167739,Area-2,,,,,,,0,0,0,SubCentre,Delhi,West,Patel Nagar,\N
167767,Area-C,,,,,,,0,0,0,SubCentre,Delhi,South,Mehrauli,\N
167830,Area-3,,,,,,,0,0,0,SubCentre,Delhi,South-West,Dwarka,\N
168019,Area-2,,,,,,,0,0,0,SubCentre,Delhi,South East,Sarita Vihar,\N
168074,Area-3,,,,,,,0,0,0,SubCentre,Delhi,North,Alipur,\N
168281,Area-3,,,,,,,0,0,0,SubCentre,Delhi,West,Patel Nagar,\N
168495,Area-1,,,,,,,0,0,0,SubCentre,Delhi,North,Model Town,\N
168524,Area-13,,,,,,,0,0,0,SubCentre,Delhi,West,Patel Nagar,\N
168562,DGD Mukhmail Pur,Village Mukhmailpur,Mukhmailpur,,Mukhmailpur,110036,27207443,28.7927,77.1639,0,Dispensaries,Delhi,North,Alipur,\N
168586,Area-4,,,,,,,0,0,0,SubCentre,Delhi,South East,Kalkaji,\N
168605,Area-2,,,,,,,0,0,0,SubCentre,Delhi,North,Model Town,\N
168609,Area-1,,,,,,,0,0,0,SubCentre,Delhi,East,Mayur Vihar,\N
168682,Area-1,,,,,,,0,0,0,SubCentre,Delhi,North West,Saraswati Vihar,\N
168942,Area-7,,,,,,,0,0,0,SubCentre,Delhi,North,Alipur,\N
168961,Area-5,,,,,,,0,0,0,SubCentre,Delhi,South East,Kalkaji,\N
169041,Area-C,,,,,,,0,0,0,SubCentre,Delhi,North-East,Seelam Pur,\N
169091,DGD Old Seemapuri,JJ Colony,Near DTC Bus Stand,,Seemapuri,110095,22356287,28.68068,77.3283,0,Dispensaries,Delhi,Shahdara,Vivek Vihar,\N
169094,Area-4,,,,,,,0,0,0,SubCentre,Delhi,West,Patel Nagar,\N
169191,Area-5,,,,,,,0,0,0,SubCentre,Delhi,West,Patel Nagar,\N
169229,Area-6,,,,,,,0,0,0,SubCentre,Delhi,North,Narela,\N
169268,Area-4,,,,,,,0,0,0,SubCentre,Delhi,Shahdara,Seema Puri,\N
169313,Area-2,,,,,,,0,0,0,SubCentre,Delhi,Shahdara,Shahdara,\N
169444,Area-5,,,,,,,0,0,0,SubCentre,Delhi,South,Hauz Khas,\N
169582,Area-1,,,,,,,0,0,0,SubCentre,Delhi,West,Patel Nagar,\N
169676,DGD Wazirpur PH3,Ph-III,Sawan Park,Near Post Office,Ashok Vihar,110052,27117026,28.69284433,77.181152,0,Dispensaries,Delhi,North West,Saraswati Vihar,\N
169829,Area-1,,,,,,,0,0,0,SubCentre,Delhi,West,Patel Nagar,\N
169910,Area-5,,,,,,,0,0,0,SubCentre,Delhi,North-East,Yamuna Vihar,\N
169980,Area-3,,,,,,,0,0,0,SubCentre,Delhi,North,Model Town,\N
169987,Area-2,,,,,,,0,0,0,SubCentre,Delhi,North-East,Yamuna Vihar,\N
169998,Area-1,,,,,,,0,0,0,SubCentre,Delhi,South East,Sarita Vihar,\N
170121,Area-2,,,,,,,0,0,0,SubCentre,Delhi,South-West,Najafgarh,\N
170201,Area-1,,,,,,,0,0,0,SubCentre,Delhi,North-East,Karawal Nagar,\N
170209,Area-3,,,,,,,0,0,0,SubCentre,Delhi,North West,Rohini,\N
170241,DGD Sangam Vihar K2,"K-2/600, Sangam Vihar",Block K2,,,110062,011-20646306,28.496039,77.236967,0,Dispensaries,Delhi,South,Saket,\N
170347,Area-5,,,,,,,0,0,0,SubCentre,Delhi,North-East,Karawal Nagar,\N
170568,Area-5,,,,,,,0,0,0,SubCentre,Delhi,North,Alipur,\N
170587,Area-22,,,,,,,0,0,0,SubCentre,Delhi,North West,Kanjhawla,\N
170622,Area-4,,,,,,,0,0,0,SubCentre,Delhi,North,Narela,\N
170634,Area-C,,,,,,,0,0,0,SubCentre,Delhi,South,Hauz Khas,\N
170688,Area-2,,,,,,,0,0,0,SubCentre,Delhi,Shahdara,Shahdara,\N
170694,Area-4,,,,,,,0,0,0,SubCentre,Delhi,North West,Rohini,\N
170762,Area-1 (070603101),,,,,,,0,0,0,SubCentre,Delhi,Central,Kotwali,\N
170768,Area-2,,,,,,,0,0,0,SubCentre,Delhi,North,Alipur,\N
170774,Area-C,,,,,,,0,0,0,SubCentre,Delhi,Central,Kotwali,\N
170827,DGD Bank Enclave,DGD Bank Enclave,OPP KOTHI NO. 75,Bank Enclave,Laxmi Nagar,110092,011-22304223,28.6409,77.2737,0,Dispensaries,Delhi,East,Preet Vihar,\N
170895,MCW Nabi Karim,"10615/16, 1st Floor",Jhandewalan,,Nabi Karim,110055,011-23541230,28.65103472,77.21099224,0,M&CW Center,Delhi,Central,Karol Bagh,\N
171022,ESI Hospital Rohini,ESI Hospital Building,Sector-15 Rohini,,,110085,27861033,28.726496,77.126769,0,District Hospital,Delhi,North West,Rohini,\N
171064,Area-1,,,,,,,0,0,0,SubCentre,Delhi,Shahdara,Shahdara,\N
171108,Area-10,,,,,,,0,0,0,SubCentre,Delhi,West,Patel Nagar,\N
171127,DGD Sagarpur,RZ 117/1-A,Yadav Niwas Gali No.5,opposite MCD dispensary,East Sagarpur,110046,011-28524562,28.60188869,77.10502188,0,Dispensaries,Delhi,New Delhi,Delhi Cantonment,\N
171261,Area-2,,,,,,,0,0,0,SubCentre,Delhi,West,Rajouri Garden,\N
171275,Area-2,,,,,,,0,0,0,SubCentre,Delhi,East,Preet Vihar,\N
171315,Area-7,,,,,,,0,0,0,SubCentre,Delhi,North,Model Town,\N
171322,Area-6,,,,,,,0,0,0,SubCentre,Delhi,North West,Saraswati Vihar,\N
171361,Area-6,,,,,,,0,0,0,SubCentre,Delhi,North,Model Town,\N
171372,Area-C,,,,,,,0,0,0,SubCentre,Delhi,South-West,Dwarka,\N
171387,Area-3,,,,,,,0,0,0,SubCentre,Delhi,South East,Sarita Vihar,\N
171442,Area-1,,,,,,,0,0,0,SubCentre,Delhi,North-East,Karawal Nagar,\N
171458,SPUHC Brahampuri,"Property No.-X-10/10B,","Gali No. 10,",,"Brahmpuri,",110053,,28.6795,77.2715,0,Dispensaries,Delhi,North-East,Seelam Pur,\N
171477,Area-4,,,,,,,0,0,0,SubCentre,Delhi,West,Patel Nagar,\N
171559,SPUHC Gopal Nagar,"RZ-31, M-Block",Gopal Nagar,"Near Shree Krishan Vatika, Nanak Piao",Najafgarh,110043,28010977,28.61001,76.966625,0,Dispensaries,Delhi,South-West,Najafgarh,\N
171560,Area-C (070604605),,,,,,,0,0,0,SubCentre,Delhi,Central,Civil Lines,\N
171618,Area-C,,,,,,,0,0,0,SubCentre,Delhi,New Delhi,Chanakya Puri,\N
171622,Area-1,,,,,,,0,0,0,SubCentre,Delhi,West,Rajouri Garden,\N
171695,Area-6,,,,,,,0,0,0,SubCentre,Delhi,North,Alipur,\N
171706,Area-3,,,,,,,0,0,0,SubCentre,Delhi,South,Mehrauli,\N
171833,Area-8,,,,,,,0,0,0,SubCentre,Delhi,West,Rajouri Garden,\N
171839,Area-4,,,,,,,0,0,0,SubCentre,Delhi,South-West,Dwarka,\N
171874,Area-C (070606103),,,,,,,0,0,0,SubCentre,Delhi,Central,Civil Lines,\N
172055,Area-3,,,,,,,0,0,0,SubCentre,Delhi,South-West,Dwarka,\N
172093,Area-2,,,,,,,0,0,0,SubCentre,Delhi,North West,Saraswati Vihar,\N
172107,Area-3,,,,,,,0,0,0,SubCentre,Delhi,South East,Sarita Vihar,\N
172202,Area-3 (070607502),,,,,,,0,0,0,SubCentre,Delhi,Central,Civil Lines,\N
172220,Area-C,,,,,,,0,0,0,SubCentre,Delhi,South East,Kalkaji,\N
172296,Area-5,,,,,,,0,0,0,SubCentre,Delhi,North,Narela,\N
172309,MCW Lahori Gate,"1st Floor, MCD Primary School",Lahori Gate,,Civil Line,110006,011-23958133,28.65582378,77.21856582,0,M&CW Center,Delhi,Central,Kotwali,\N
172440,DGD Nangli Sakrawati,Delhi Govt. Dispensary,Khasra no 254,Near Mcd Primary School,Nangli Sakrawati,110043,25322468,28.617568,77.004174,0,Dispensaries,Delhi,South-West,Dwarka,\N
172511,Area-C,,,,,,,0,0,0,SubCentre,Delhi,West,Rajouri Garden,\N
172558,Area-C,,,,,,,0,0,0,SubCentre,Delhi,New Delhi,Delhi Cantonment,\N
172586,Area-3,,,,,,,0,0,0,SubCentre,Delhi,Shahdara,Vivek Vihar,\N
172611,Area-9,,,,,,,0,0,0,SubCentre,Delhi,South-West,Kapashera,\N
172619,Area-2,,,,,,,0,0,0,SubCentre,Delhi,South East,Sarita Vihar,\N
172647,Area- C,,,,,,,0,0,0,SubCentre,Delhi,North,Narela,\N
172720,DGD Malikpur,Delhi Govt. Dispensary,,,Malik Pur,110073,25318152,28.552699,76.902213,0,Dispensaries,Delhi,South-West,Najafgarh,\N
172866,Area-5,,,,,,,0,0,0,SubCentre,Delhi,South-West,Dwarka,\N
172962,Area-4,,,,,,,0,0,0,SubCentre,Delhi,North West,Saraswati Vihar,\N
173003,Area-3,,,,,,,0,0,0,SubCentre,Delhi,West,Patel Nagar,\N
173019,Area-3,,,,,,,0,0,0,SubCentre,Delhi,New Delhi,Delhi Cantonment,\N
173038,MH Rana Pratap Bagh,C-7/2,Rana Pratap Bagh,,,110007,27133873,28.68982,77.18913,0,M&CW Center,Delhi,North West,Saraswati Vihar,\N
173093,Area-2,,,,,,,0,0,0,SubCentre,Delhi,North,Model Town,\N
173248,Area-C,,,,,,,0,0,0,SubCentre,Delhi,West,Punjabi Bagh,\N
173271,Delhi Cantt General Hospital,Sadar Bazar,Delhi Cantt.,Near Sadar Bazar Police Station,Delhi Cantt.,110010,011-25693772,28.5985664,77.12487655,0,<100 Bedded Hospital,Delhi,New Delhi,Delhi Cantonment,\N
173280,Area-9,,,,,,,0,0,0,SubCentre,Delhi,South-West,Najafgarh,\N
173391,DGD Krishna Nagar,,,,,,,0,0,0,Dispensaries,Delhi,Shahdara,Shahdara,\N
173615,Area-4,,,,,,,0,0,0,SubCentre,Delhi,North West,Rohini,\N
173651,Central Hospital (Northern Railways),Basant,Lane,,Connaught Place,110001,011- 2334 4092,28.63655556,77.20538889,0,100-500 Bedded Hospital,Delhi,New Delhi,Chanakya Puri,\N
173711,Area-2,,,,,,,0,0,0,SubCentre,Delhi,East,Gandhi Nagar,\N
173782,Area-4,,,,,,,0,0,0,SubCentre,Delhi,East,Mayur Vihar,\N
173843,DGD Janakpuri A4 Block,"A-4/A Block,   New Delhi-58",Sardar Mota Singh Marg,Near Chander Nagar,janakpuri,110058,25610257,28.61,77.16,0,Dispensaries,Delhi,West,Patel Nagar,\N
173899,MCW Mahindra Park,MCW Centre Mahindra park,,Opp M-90,Prem Nagar,110059,25335060,28.619452,77.057203,0,M&CW Center,Delhi,West,Rajouri Garden,\N
173950,Area-1,,,,,,,0,0,0,SubCentre,Delhi,North West,Saraswati Vihar,\N
173967,Area-2,,,,,,,0,0,0,SubCentre,Delhi,North West,Saraswati Vihar,\N
173993,Area-1,,,,,,,0,0,0,SubCentre,Delhi,New Delhi,Chanakya Puri,\N
174077,Area-10,,,,,,,0,0,0,SubCentre,Delhi,West,Punjabi Bagh,\N
174113,Area-1,,,,,,,0,0,0,SubCentre,Delhi,North-East,Yamuna Vihar,\N
174196,Area-4,,,,,,,0,0,0,SubCentre,Delhi,South East,Sarita Vihar,\N
174381,Area-3,,,,,,,0,0,0,SubCentre,Delhi,North,Narela,\N
174573,Area-C,,,,,,,0,0,0,SubCentre,Delhi,South-West,Kapashera,\N
174622,Area-2,,,,,,,0,0,0,SubCentre,Delhi,Shahdara,Seema Puri,\N
174637,Area-1 (070602101),,,,,,,0,0,0,SubCentre,Delhi,Central,Kotwali,\N
174677,Area-4,,,,,,,0,0,0,SubCentre,Delhi,North,Model Town,\N
174678,Area-3,,,,,,,0,0,0,SubCentre,Delhi,North West,Rohini,\N
174705,IPPVIII Dakshinpuri,"Block-15 near MCD, Primary School No.3 Delhi-110062","Block-15 near MCD, Primary School No.3 Delhi-110062","Block-15 near MCD, Primary School No.3 Delhi-110062",24,110062,,28.520323,77.243528,0,M&CW Center,Delhi,South,Hauz Khas,\N
174714,Area-2,,,,,,,0,0,0,SubCentre,Delhi,West,Punjabi Bagh,\N
174719,MCW  Hauz Khas,IPP VIII Hauz Khas,IPP VIII Hauz Khas,IPP VIII Hauz Khas,8,110019,,28.543238,77.203124,0,M&CW Center,Delhi,South,Hauz Khas,\N
174753,Area-3 (070607703),,,,,,,0,0,0,SubCentre,Delhi,Central,Civil Lines,\N
174846,Area-C,,,,,,,0,0,0,SubCentre,Delhi,North-East,Karawal Nagar,\N
174884,Area-2,,,,,,,0,0,0,SubCentre,Delhi,Central,Karol Bagh,\N
175081,Area-C,,,,,,,0,0,0,SubCentre,Delhi,South,Hauz Khas,\N
175228,DGD Madangir,"Block J-2, JJ Colony, Madangir , Phase-II, New- Delhi.110062.","Block J-2, JJ Colony, Madangir , Phase-II, New- Delhi.110062.","Block J-2, JJ Colony, Madangir , Phase-II, New- Delhi.110062.",18,110062,011-29961371,28.51834603,77.23067552,0,Dispensaries,Delhi,South,Hauz Khas,\N
175295,Area-1,,,,,,,0,0,0,SubCentre,Delhi,Shahdara,Vivek Vihar,\N
175334,Area-3,,,,,,,0,0,0,SubCentre,Delhi,West,Patel Nagar,\N
175345,MH Patparganj,Opp Sanjay lake Patparganj Road,Patparganj,Near Dr. Shyama Prasad Chest Clinic,MAYUR VIHAR,110091,011-22759305,28.6138,77.2898,0,Maternity Home,Delhi,East,Mayur Vihar,\N
175436,Area-3,,,,,,,0,0,0,SubCentre,Delhi,South-West,Dwarka,\N
175450,Area-2,,,,,,,0,0,0,SubCentre,Delhi,North West,Rohini,\N
175536,Area-2,,,,,,,0,0,0,SubCentre,Delhi,West,Patel Nagar,\N
175599,Area-1,,,,,,,0,0,0,SubCentre,Delhi,North,Narela,\N
175692,Area-7,,,,,,,0,0,0,SubCentre,Delhi,North West,Rohini,\N
175767,Area-C,,,,,,,0,0,0,SubCentre,Delhi,South East,Defence Colony,\N
175840,Area- C,,,,,,,0,0,0,SubCentre,Delhi,North West,Saraswati Vihar,\N
175865,Area-4,,,,,,,0,0,0,SubCentre,Delhi,Shahdara,Shahdara,\N
175898,Area-9,,,,,,,0,0,0,SubCentre,Delhi,South East,Defence Colony,\N
175908,Area-5,,,,,,,0,0,0,SubCentre,Delhi,East,Gandhi Nagar,\N
175929,Area-4,,,,,,,0,0,0,SubCentre,Delhi,North,Narela,\N
175944,Area-1,,,,,,,0,0,0,SubCentre,Delhi,North-East,Karawal Nagar,\N
175945,Area-2,,,,,,,0,0,0,SubCentre,Delhi,New Delhi,Delhi Cantonment,\N
175958,Area-1,,,,,,,0,0,0,SubCentre,Delhi,South-West,Kapashera,\N
175996,Area-4,,,,,,,0,0,0,SubCentre,Delhi,East,Mayur Vihar,\N
176020,DGD Mandawali Fazalpur,DGD Mandawali Fazalpur,"MANDAWALI, FAZALPUR, NR. RAILWAY CROOSING","MANDAWALI, FAZALPUR",Laxmi Nagar,110092,011-22476176,28.6282,77.2884,0,Dispensaries,Delhi,East,Preet Vihar,\N
176107,DGD Sadh Nagar,Delhi Govt. Dispensary,Mangla Puri,Sadh Nagar,,110045,25056509,28.591686,77.08917,0,Dispensaries,Delhi,South-West,Dwarka,\N
176148,Area-6,,,,,,,0,0,0,SubCentre,Delhi,West,Punjabi Bagh,\N
176217,Area-C,,,,,,,0,0,0,SubCentre,Delhi,East,Gandhi Nagar,\N
176250,Area-5,,,,,,,0,0,0,SubCentre,Delhi,West,Patel Nagar,\N
176262,Area-1,,,,,,,0,0,0,SubCentre,Delhi,North,Model Town,\N
176332,Area-1,,,,,,,0,0,0,SubCentre,Delhi,South,Mehrauli,\N
176435,MH Madipur,,D-Block,,"Madipur, New Delhi",110063,25214812,28.672,77.1172,0,Maternity Home,Delhi,West,Punjabi Bagh,\N
176471,Area-6,,,,,,,0,0,0,SubCentre,Delhi,West,Patel Nagar,\N
176675,Area-C,,,,,,,0,0,0,SubCentre,Delhi,South East,Kalkaji,\N
176783,Area-1,,,,,,,0,0,0,SubCentre,Delhi,West,Punjabi Bagh,\N
176836,Area-5,,,,,,,0,0,0,SubCentre,Delhi,Shahdara,Shahdara,\N
176847,Area-1,,,,,,,0,0,0,SubCentre,Delhi,North-East,Karawal Nagar,\N
176872,DGD Rohini Sector2,"Delhi Govt Dispensary, Plot No.2",Sector-02,,Rohini,110085,27515024,28.69786,77.105131,0,Dispensaries,Delhi,North West,Rohini,\N
177000,Area-6,,,,,,,0,0,0,SubCentre,Delhi,North,Alipur,\N
177101,Area-8,,,,,,,0,0,0,SubCentre,Delhi,North West,Rohini,\N
177104,Area-6,,,,,,,0,0,0,SubCentre,Delhi,North West,Rohini,\N
177271,Area-2,,,,,,,0,0,0,SubCentre,Delhi,North West,Rohini,\N
177277,Area-2,,,,,,,0,0,0,SubCentre,Delhi,North-East,Karawal Nagar,\N
177322,Area-3,,,,,,,0,0,0,SubCentre,Delhi,South East,Sarita Vihar,\N
177330,Area-4,,,,,,,0,0,0,SubCentre,Delhi,East,Mayur Vihar,\N
177403,Area-5,,,,,,,0,0,0,SubCentre,Delhi,East,Gandhi Nagar,\N
177450,Area-2,,,,,,,0,0,0,SubCentre,Delhi,West,Punjabi Bagh,\N
177561,Area-1 (070606001),,,,,,,0,0,0,SubCentre,Delhi,Central,Civil Lines,\N
177674,Area-4,,,,,,,0,0,0,SubCentre,Delhi,North,Narela,\N
177683,Area-4,,,,,,,0,0,0,SubCentre,Delhi,South-West,Dwarka,\N
177796,Area-2,,,,,,,0,0,0,SubCentre,Delhi,South-West,Dwarka,\N
177851,Area-2 (070605703),,,,,,,0,0,0,SubCentre,Delhi,Central,Kotwali,\N
178000,Area-5,,,,,,,0,0,0,SubCentre,Delhi,North West,Rohini,\N
178026,Maternity HomeBhaiParmanand,"Bhai Parmanand Colony, NDMC,",Dhaka Community Hall,,Dhaka,110009,,28.71,77.19,0,Maternity Home,Delhi,North,Model Town,\N
178071,Area-1,,,,,,,0,0,0,SubCentre,Delhi,North West,Kanjhawla,\N
178140,Area-5,,,,,,,0,0,0,SubCentre,Delhi,North,Model Town,\N
178175,Area-C (070607603),,,,,,,0,0,0,SubCentre,Delhi,Central,Civil Lines,\N
178226,Area-5,,,,,,,0,0,0,SubCentre,Delhi,South East,Sarita Vihar,\N
178281,Area-4,,,,,,,0,0,0,SubCentre,Delhi,South East,Defence Colony,\N
178286,Area-3,,,,,,,0,0,0,SubCentre,Delhi,East,Preet Vihar,\N
178297,Area-9,,,,,,,0,0,0,SubCentre,Delhi,South,Hauz Khas,\N
178341,Area-5,,,,,,,0,0,0,SubCentre,Delhi,South East,Defence Colony,\N
178371,Area-3,,,,,,,0,0,0,SubCentre,Delhi,North West,Rohini,\N
178389,Area-2,,,,,,,0,0,0,SubCentre,Delhi,North West,Kanjhawla,\N
178547,Area-1 (070601901),,,,,,,0,0,0,SubCentre,Delhi,Central,Kotwali,\N
178605,Area-6,,,,,,,0,0,0,SubCentre,Delhi,West,Punjabi Bagh,\N
178739,Area-6,,,,,,,0,0,0,SubCentre,Delhi,North,Model Town,\N
178753,Area-3,,,,,,,0,0,0,SubCentre,Delhi,New Delhi,Delhi Cantonment,\N
178765,Area-1,,,,,,,0,0,0,SubCentre,Delhi,North West,Saraswati Vihar,\N
178817,Area-2,,,,,,,0,0,0,SubCentre,Delhi,West,Patel Nagar,\N
178884,Area-2,,,,,,,0,0,0,SubCentre,Delhi,South East,Kalkaji,\N
178909,Area-3 (070605904),,,,,,,0,0,0,SubCentre,Delhi,Central,Civil Lines,\N
179009,Area-1,,,,,,,0,0,0,SubCentre,Delhi,North,Alipur,\N
179020,Area-12,,,,,,,0,0,0,SubCentre,Delhi,West,Patel Nagar,\N
179039,DGD Vivek Vihar,,,,Vivek Vihar,110095,22151292,28.66,77.31,0,Dispensaries,Delhi,Shahdara,Vivek Vihar,\N
179109,Area-2,,,,,,,0,0,0,SubCentre,Delhi,South-West,Kapashera,\N
179113,Area-1 (070600101),,,,,,,0,0,0,SubCentre,Delhi,Central,Kotwali,\N
179130,Area-2,,,,,,,0,0,0,SubCentre,Delhi,North,Model Town,\N
179177,Area-3,,,,,,,0,0,0,SubCentre,Delhi,Shahdara,Seema Puri,\N
179201,Area-C,,,,,,,0,0,0,SubCentre,Delhi,North-East,Karawal Nagar,\N
179202,Area-2,,,,,,,0,0,0,SubCentre,Delhi,South,Mehrauli,\N
179224,Area-1,,,,,,,0,0,0,SubCentre,Delhi,North-East,Karawal Nagar,\N
179229,DGD Baljeet Nagar,T-215,Baljeel Nagar,Near Sanatan Dharam Mandir,"Baljeet Nagar,",110008,1125873118,28.65,77.16,0,Dispensaries,Delhi,West,Patel Nagar,\N
179304,Area-4 (070607802),,,,,,,0,0,0,SubCentre,Delhi,Central,Civil Lines,\N
179345,Area-5,,,,,,,0,0,0,SubCentre,Delhi,North,Model Town,\N
179468,Area-20,,,,,,,0,0,0,SubCentre,Delhi,North,Narela,\N
179568,Area-1,,,,,,,0,0,0,SubCentre,Delhi,East,Mayur Vihar,\N
179622,Area-2,,,,,,,0,0,0,SubCentre,Delhi,North,Model Town,\N
179648,Area-4,,,,,,,0,0,0,SubCentre,Delhi,North-East,Karawal Nagar,\N
179689,Area- C,,,,,,,0,0,0,SubCentre,Delhi,North,Model Town,\N
179734,Area-6,,,,,,,0,0,0,SubCentre,Delhi,South East,Defence Colony,\N
179799,Area-1,,,,,,,0,0,0,SubCentre,Delhi,South,Mehrauli,\N
179800,Area-C,,,,,,,0,0,0,SubCentre,Delhi,East,Gandhi Nagar,\N
179808,Area-2,,,,,,,0,0,0,SubCentre,Delhi,South,Mehrauli,\N
179904,Area-2,,,,,,,0,0,0,SubCentre,Delhi,South East,Kalkaji,\N
180019,MCW Vishwakarma Park,Block G,"VishwaKarma Park, Laxmi Nagar","VishwaKarma Park, Laxmi Nagar",Gandhi Nagar,110031,,28.637936,77.272801,0,M&CW Center,Delhi,East,Gandhi Nagar,\N
180147,Area-9,,,,,,,0,0,0,SubCentre,Delhi,West,Patel Nagar,\N
180285,MCW Shastri Nagar,"MCW Center Shastri Nagar, A-Block",Near MCD Primary School,"Shastri Nagar,","Shastri Nagar, Delhi",110052,23653288,28.67720879,77.18209372,0,M&CW Center,Delhi,Central,Kotwali,\N
180288,DH JPC HOSPITAL,jag pravesh chandra hospital,,,shastri park 0 pusta,110053,22184453,28.6762,77.2628,0,>500 Bedded Hospital,Delhi,North-East,Seelam Pur,\N
180455,Area-10,,,,,,,0,0,0,SubCentre,Delhi,Shahdara,Vivek Vihar,\N
180456,Area - C,,,,,,,0,0,0,SubCentre,Delhi,Central,Kotwali,\N
180460,Area-2,,,,,,,0,0,0,SubCentre,Delhi,West,Punjabi Bagh,\N
180469,Area-1,,,,,,,0,0,0,SubCentre,Delhi,North West,Saraswati Vihar,\N
180495,Area-1 (070603002),,,,,,,0,0,0,SubCentre,Delhi,Central,Kotwali,\N
180504,Area-C,,,,,,,0,0,0,SubCentre,Delhi,Shahdara,Shahdara,\N
180518,Area-1,,,,,,,0,0,0,SubCentre,Delhi,North West,Kanjhawla,\N
180638,Area-1,,,,,,,0,0,0,SubCentre,Delhi,North West,Saraswati Vihar,\N
180658,Area-C,,,,,,,0,0,0,SubCentre,Delhi,East,Preet Vihar,\N
180756,Area-9,,,,,,,0,0,0,SubCentre,Delhi,North,Alipur,\N
180786,Area-C,,,,,,,0,0,0,SubCentre,Delhi,North-East,Karawal Nagar,\N
180789,Area-3 (70602804),,,,,,,0,0,0,SubCentre,Delhi,Central,Karol Bagh,\N
180811,Area-5,,,,,,,0,0,0,SubCentre,Delhi,South-West,Dwarka,\N
180832,DGD Pvr Complex Saket,Delhi Govt. Dispensary Building,PVR Complex Saket,,16,110017,,28.523633,77.2069066,0,Dispensaries,Delhi,South,Saket,\N
180834,Area-8,,,,,,,0,0,0,SubCentre,Delhi,North,Model Town,\N
180863,Area-3,,,,,,,0,0,0,SubCentre,Delhi,New Delhi,Delhi Cantonment,\N
180910,Area-5,,,,,,,0,0,0,SubCentre,Delhi,West,Punjabi Bagh,\N
180964,DGD Chamelian Road,6562/13,Chamelian Road,Near Filmistan,Sadar Bazar,110055,011-23539489,28.65712457,77.20531974,0,Dispensaries,Delhi,Central,Karol Bagh,\N
180983,Area-4,,,,,,,0,0,0,SubCentre,Delhi,South,Hauz Khas,\N
181042,Area-3,,,,,,,0,0,0,SubCentre,Delhi,South East,Defence Colony,\N
181099,Area-1,,,,,,,0,0,0,SubCentre,Delhi,South East,Defence Colony,\N
181295,Area-C (070607301),,,,,,,0,0,0,SubCentre,Delhi,Central,Kotwali,\N
181323,DGD Mundela Khurd,Delhi Govt. Dispensary,,Chaupal,Mundhela Khurd,110043,,28.616863,76.89108,0,Dispensaries,Delhi,South-West,Najafgarh,\N
181336,Area- C,,,,,,,0,0,0,SubCentre,Delhi,Central,Civil Lines,\N
181372,Area-4,,,,,,,0,0,0,SubCentre,Delhi,West,Patel Nagar,\N
181462,Area-C,,,,,,,0,0,0,SubCentre,Delhi,South-West,Kapashera,\N
181474,Area-C,,,,,,,0,0,0,SubCentre,Delhi,North West,Saraswati Vihar,\N
181603,Area-1,,,,,,,0,0,0,SubCentre,Delhi,North,Narela,\N
181616,Area-3,,,,,,,0,0,0,SubCentre,Delhi,North West,Rohini,\N
181626,Area-1,,,,,,,0,0,0,SubCentre,Delhi,New Delhi,Chanakya Puri,\N
